原始样本索引,标签ID,类别名称
3360,3,comp.sys.ibm.pc.hardware
3361,3,comp.sys.ibm.pc.hardware
3362,3,comp.sys.ibm.pc.hardware
3363,3,comp.sys.ibm.pc.hardware
3364,3,comp.sys.ibm.pc.hardware
3365,3,comp.sys.ibm.pc.hardware
3366,3,comp.sys.ibm.pc.hardware
3367,3,comp.sys.ibm.pc.hardware
3368,3,comp.sys.ibm.pc.hardware
3369,3,comp.sys.ibm.pc.hardware
3370,3,comp.sys.ibm.pc.hardware
3371,3,comp.sys.ibm.pc.hardware
3372,3,comp.sys.ibm.pc.hardware
3373,3,comp.sys.ibm.pc.hardware
3374,3,comp.sys.ibm.pc.hardware
3375,3,comp.sys.ibm.pc.hardware
3376,3,comp.sys.ibm.pc.hardware
3377,3,comp.sys.ibm.pc.hardware
3378,3,comp.sys.ibm.pc.hardware
3379,3,comp.sys.ibm.pc.hardware
3380,3,comp.sys.ibm.pc.hardware
3381,3,comp.sys.ibm.pc.hardware
3382,3,comp.sys.ibm.pc.hardware
3383,3,comp.sys.ibm.pc.hardware
3384,3,comp.sys.ibm.pc.hardware
3385,3,comp.sys.ibm.pc.hardware
3386,3,comp.sys.ibm.pc.hardware
3387,3,comp.sys.ibm.pc.hardware
3388,3,comp.sys.ibm.pc.hardware
3389,3,comp.sys.ibm.pc.hardware
3390,3,comp.sys.ibm.pc.hardware
3391,3,comp.sys.ibm.pc.hardware
3392,3,comp.sys.ibm.pc.hardware
3393,3,comp.sys.ibm.pc.hardware
3394,3,comp.sys.ibm.pc.hardware
3395,3,comp.sys.ibm.pc.hardware
3396,3,comp.sys.ibm.pc.hardware
3397,3,comp.sys.ibm.pc.hardware
3398,3,comp.sys.ibm.pc.hardware
3399,3,comp.sys.ibm.pc.hardware
3400,3,comp.sys.ibm.pc.hardware
3401,3,comp.sys.ibm.pc.hardware
3402,3,comp.sys.ibm.pc.hardware
3403,3,comp.sys.ibm.pc.hardware
3404,3,comp.sys.ibm.pc.hardware
3405,3,comp.sys.ibm.pc.hardware
3406,3,comp.sys.ibm.pc.hardware
3407,3,comp.sys.ibm.pc.hardware
3408,3,comp.sys.ibm.pc.hardware
3409,3,comp.sys.ibm.pc.hardware
3410,3,comp.sys.ibm.pc.hardware
3411,3,comp.sys.ibm.pc.hardware
3412,3,comp.sys.ibm.pc.hardware
3413,3,comp.sys.ibm.pc.hardware
3414,3,comp.sys.ibm.pc.hardware
3415,3,comp.sys.ibm.pc.hardware
3416,3,comp.sys.ibm.pc.hardware
3417,3,comp.sys.ibm.pc.hardware
3418,3,comp.sys.ibm.pc.hardware
3419,3,comp.sys.ibm.pc.hardware
3420,3,comp.sys.ibm.pc.hardware
3421,3,comp.sys.ibm.pc.hardware
3422,3,comp.sys.ibm.pc.hardware
3423,3,comp.sys.ibm.pc.hardware
3424,3,comp.sys.ibm.pc.hardware
3425,3,comp.sys.ibm.pc.hardware
3426,3,comp.sys.ibm.pc.hardware
3427,3,comp.sys.ibm.pc.hardware
3428,3,comp.sys.ibm.pc.hardware
3429,3,comp.sys.ibm.pc.hardware
3430,3,comp.sys.ibm.pc.hardware
3431,3,comp.sys.ibm.pc.hardware
3432,3,comp.sys.ibm.pc.hardware
3433,3,comp.sys.ibm.pc.hardware
3434,3,comp.sys.ibm.pc.hardware
3435,3,comp.sys.ibm.pc.hardware
3436,3,comp.sys.ibm.pc.hardware
3437,3,comp.sys.ibm.pc.hardware
3438,3,comp.sys.ibm.pc.hardware
3439,3,comp.sys.ibm.pc.hardware
3440,3,comp.sys.ibm.pc.hardware
3441,3,comp.sys.ibm.pc.hardware
3442,3,comp.sys.ibm.pc.hardware
3443,3,comp.sys.ibm.pc.hardware
3444,3,comp.sys.ibm.pc.hardware
3445,3,comp.sys.ibm.pc.hardware
3446,3,comp.sys.ibm.pc.hardware
3447,3,comp.sys.ibm.pc.hardware
3448,3,comp.sys.ibm.pc.hardware
3449,3,comp.sys.ibm.pc.hardware
3450,3,comp.sys.ibm.pc.hardware
3451,3,comp.sys.ibm.pc.hardware
3452,3,comp.sys.ibm.pc.hardware
3453,3,comp.sys.ibm.pc.hardware
3454,3,comp.sys.ibm.pc.hardware
3455,3,comp.sys.ibm.pc.hardware
3456,3,comp.sys.ibm.pc.hardware
3457,3,comp.sys.ibm.pc.hardware
3458,3,comp.sys.ibm.pc.hardware
3459,3,comp.sys.ibm.pc.hardware
3460,3,comp.sys.ibm.pc.hardware
3461,3,comp.sys.ibm.pc.hardware
3462,3,comp.sys.ibm.pc.hardware
3463,3,comp.sys.ibm.pc.hardware
3464,3,comp.sys.ibm.pc.hardware
3465,3,comp.sys.ibm.pc.hardware
3466,3,comp.sys.ibm.pc.hardware
3467,3,comp.sys.ibm.pc.hardware
3468,3,comp.sys.ibm.pc.hardware
3469,3,comp.sys.ibm.pc.hardware
3470,3,comp.sys.ibm.pc.hardware
3471,3,comp.sys.ibm.pc.hardware
3472,3,comp.sys.ibm.pc.hardware
3473,3,comp.sys.ibm.pc.hardware
3474,3,comp.sys.ibm.pc.hardware
3475,3,comp.sys.ibm.pc.hardware
3476,3,comp.sys.ibm.pc.hardware
3477,3,comp.sys.ibm.pc.hardware
3478,3,comp.sys.ibm.pc.hardware
3479,3,comp.sys.ibm.pc.hardware
3480,3,comp.sys.ibm.pc.hardware
3481,3,comp.sys.ibm.pc.hardware
3482,3,comp.sys.ibm.pc.hardware
3483,3,comp.sys.ibm.pc.hardware
3484,3,comp.sys.ibm.pc.hardware
3485,3,comp.sys.ibm.pc.hardware
3486,3,comp.sys.ibm.pc.hardware
3487,3,comp.sys.ibm.pc.hardware
3488,3,comp.sys.ibm.pc.hardware
3489,3,comp.sys.ibm.pc.hardware
3490,3,comp.sys.ibm.pc.hardware
3491,3,comp.sys.ibm.pc.hardware
3492,3,comp.sys.ibm.pc.hardware
3493,3,comp.sys.ibm.pc.hardware
3494,3,comp.sys.ibm.pc.hardware
3495,3,comp.sys.ibm.pc.hardware
3496,3,comp.sys.ibm.pc.hardware
3497,3,comp.sys.ibm.pc.hardware
3498,3,comp.sys.ibm.pc.hardware
3499,3,comp.sys.ibm.pc.hardware
3500,3,comp.sys.ibm.pc.hardware
3501,3,comp.sys.ibm.pc.hardware
3502,3,comp.sys.ibm.pc.hardware
3503,3,comp.sys.ibm.pc.hardware
3504,3,comp.sys.ibm.pc.hardware
3505,3,comp.sys.ibm.pc.hardware
3506,3,comp.sys.ibm.pc.hardware
3507,3,comp.sys.ibm.pc.hardware
3508,3,comp.sys.ibm.pc.hardware
3509,3,comp.sys.ibm.pc.hardware
3510,3,comp.sys.ibm.pc.hardware
3511,3,comp.sys.ibm.pc.hardware
3512,3,comp.sys.ibm.pc.hardware
3513,3,comp.sys.ibm.pc.hardware
3514,3,comp.sys.ibm.pc.hardware
3515,3,comp.sys.ibm.pc.hardware
3516,3,comp.sys.ibm.pc.hardware
3517,3,comp.sys.ibm.pc.hardware
3518,3,comp.sys.ibm.pc.hardware
3519,3,comp.sys.ibm.pc.hardware
3520,3,comp.sys.ibm.pc.hardware
3521,3,comp.sys.ibm.pc.hardware
3522,3,comp.sys.ibm.pc.hardware
3523,3,comp.sys.ibm.pc.hardware
3524,3,comp.sys.ibm.pc.hardware
3525,3,comp.sys.ibm.pc.hardware
3526,3,comp.sys.ibm.pc.hardware
3527,3,comp.sys.ibm.pc.hardware
3528,3,comp.sys.ibm.pc.hardware
3529,3,comp.sys.ibm.pc.hardware
3530,3,comp.sys.ibm.pc.hardware
3531,3,comp.sys.ibm.pc.hardware
3532,3,comp.sys.ibm.pc.hardware
3533,3,comp.sys.ibm.pc.hardware
3534,3,comp.sys.ibm.pc.hardware
3535,3,comp.sys.ibm.pc.hardware
3536,3,comp.sys.ibm.pc.hardware
3537,3,comp.sys.ibm.pc.hardware
3538,3,comp.sys.ibm.pc.hardware
3539,3,comp.sys.ibm.pc.hardware
3540,3,comp.sys.ibm.pc.hardware
3541,3,comp.sys.ibm.pc.hardware
3542,3,comp.sys.ibm.pc.hardware
3543,3,comp.sys.ibm.pc.hardware
3544,3,comp.sys.ibm.pc.hardware
3545,3,comp.sys.ibm.pc.hardware
3546,3,comp.sys.ibm.pc.hardware
3547,3,comp.sys.ibm.pc.hardware
3548,3,comp.sys.ibm.pc.hardware
3549,3,comp.sys.ibm.pc.hardware
3550,3,comp.sys.ibm.pc.hardware
3551,3,comp.sys.ibm.pc.hardware
3552,3,comp.sys.ibm.pc.hardware
3553,3,comp.sys.ibm.pc.hardware
3554,3,comp.sys.ibm.pc.hardware
3555,3,comp.sys.ibm.pc.hardware
3556,3,comp.sys.ibm.pc.hardware
3557,3,comp.sys.ibm.pc.hardware
3558,3,comp.sys.ibm.pc.hardware
3559,3,comp.sys.ibm.pc.hardware
3560,3,comp.sys.ibm.pc.hardware
3561,3,comp.sys.ibm.pc.hardware
3562,3,comp.sys.ibm.pc.hardware
3563,3,comp.sys.ibm.pc.hardware
3564,3,comp.sys.ibm.pc.hardware
3565,3,comp.sys.ibm.pc.hardware
3566,3,comp.sys.ibm.pc.hardware
3567,3,comp.sys.ibm.pc.hardware
3568,3,comp.sys.ibm.pc.hardware
3569,3,comp.sys.ibm.pc.hardware
3570,3,comp.sys.ibm.pc.hardware
3571,3,comp.sys.ibm.pc.hardware
3572,3,comp.sys.ibm.pc.hardware
3573,3,comp.sys.ibm.pc.hardware
3574,3,comp.sys.ibm.pc.hardware
3575,3,comp.sys.ibm.pc.hardware
3576,3,comp.sys.ibm.pc.hardware
3577,3,comp.sys.ibm.pc.hardware
3578,3,comp.sys.ibm.pc.hardware
3579,3,comp.sys.ibm.pc.hardware
3580,3,comp.sys.ibm.pc.hardware
3581,3,comp.sys.ibm.pc.hardware
3582,3,comp.sys.ibm.pc.hardware
3583,3,comp.sys.ibm.pc.hardware
3584,3,comp.sys.ibm.pc.hardware
3585,3,comp.sys.ibm.pc.hardware
3586,3,comp.sys.ibm.pc.hardware
3587,3,comp.sys.ibm.pc.hardware
3588,3,comp.sys.ibm.pc.hardware
3589,3,comp.sys.ibm.pc.hardware
3590,3,comp.sys.ibm.pc.hardware
3591,3,comp.sys.ibm.pc.hardware
3592,3,comp.sys.ibm.pc.hardware
3593,3,comp.sys.ibm.pc.hardware
3594,3,comp.sys.ibm.pc.hardware
3595,3,comp.sys.ibm.pc.hardware
3596,3,comp.sys.ibm.pc.hardware
3597,3,comp.sys.ibm.pc.hardware
3598,3,comp.sys.ibm.pc.hardware
3599,3,comp.sys.ibm.pc.hardware
3600,3,comp.sys.ibm.pc.hardware
3601,3,comp.sys.ibm.pc.hardware
3602,3,comp.sys.ibm.pc.hardware
3603,3,comp.sys.ibm.pc.hardware
3604,3,comp.sys.ibm.pc.hardware
3605,3,comp.sys.ibm.pc.hardware
3606,3,comp.sys.ibm.pc.hardware
3607,3,comp.sys.ibm.pc.hardware
3608,3,comp.sys.ibm.pc.hardware
3609,3,comp.sys.ibm.pc.hardware
3610,3,comp.sys.ibm.pc.hardware
3611,3,comp.sys.ibm.pc.hardware
3612,3,comp.sys.ibm.pc.hardware
3613,3,comp.sys.ibm.pc.hardware
3614,3,comp.sys.ibm.pc.hardware
3615,3,comp.sys.ibm.pc.hardware
3616,3,comp.sys.ibm.pc.hardware
3617,3,comp.sys.ibm.pc.hardware
3618,3,comp.sys.ibm.pc.hardware
3619,3,comp.sys.ibm.pc.hardware
3620,3,comp.sys.ibm.pc.hardware
3621,3,comp.sys.ibm.pc.hardware
3622,3,comp.sys.ibm.pc.hardware
3623,3,comp.sys.ibm.pc.hardware
3624,3,comp.sys.ibm.pc.hardware
3625,3,comp.sys.ibm.pc.hardware
3626,3,comp.sys.ibm.pc.hardware
3627,3,comp.sys.ibm.pc.hardware
3628,3,comp.sys.ibm.pc.hardware
3629,3,comp.sys.ibm.pc.hardware
3630,3,comp.sys.ibm.pc.hardware
3631,3,comp.sys.ibm.pc.hardware
3632,3,comp.sys.ibm.pc.hardware
3633,3,comp.sys.ibm.pc.hardware
3634,3,comp.sys.ibm.pc.hardware
3635,3,comp.sys.ibm.pc.hardware
3636,3,comp.sys.ibm.pc.hardware
3637,3,comp.sys.ibm.pc.hardware
3638,3,comp.sys.ibm.pc.hardware
3639,3,comp.sys.ibm.pc.hardware
3640,3,comp.sys.ibm.pc.hardware
3641,3,comp.sys.ibm.pc.hardware
3642,3,comp.sys.ibm.pc.hardware
3643,3,comp.sys.ibm.pc.hardware
3644,3,comp.sys.ibm.pc.hardware
3645,3,comp.sys.ibm.pc.hardware
3646,3,comp.sys.ibm.pc.hardware
3647,3,comp.sys.ibm.pc.hardware
3648,3,comp.sys.ibm.pc.hardware
3649,3,comp.sys.ibm.pc.hardware
3650,3,comp.sys.ibm.pc.hardware
3651,3,comp.sys.ibm.pc.hardware
3652,3,comp.sys.ibm.pc.hardware
3653,3,comp.sys.ibm.pc.hardware
3654,3,comp.sys.ibm.pc.hardware
3655,3,comp.sys.ibm.pc.hardware
3656,3,comp.sys.ibm.pc.hardware
3657,3,comp.sys.ibm.pc.hardware
3658,3,comp.sys.ibm.pc.hardware
3659,3,comp.sys.ibm.pc.hardware
3660,3,comp.sys.ibm.pc.hardware
3661,3,comp.sys.ibm.pc.hardware
3662,3,comp.sys.ibm.pc.hardware
3663,3,comp.sys.ibm.pc.hardware
3664,3,comp.sys.ibm.pc.hardware
3665,3,comp.sys.ibm.pc.hardware
3666,3,comp.sys.ibm.pc.hardware
3667,3,comp.sys.ibm.pc.hardware
3668,3,comp.sys.ibm.pc.hardware
3669,3,comp.sys.ibm.pc.hardware
3670,3,comp.sys.ibm.pc.hardware
3671,3,comp.sys.ibm.pc.hardware
3672,3,comp.sys.ibm.pc.hardware
3673,3,comp.sys.ibm.pc.hardware
3674,3,comp.sys.ibm.pc.hardware
3675,3,comp.sys.ibm.pc.hardware
3676,3,comp.sys.ibm.pc.hardware
3677,3,comp.sys.ibm.pc.hardware
3678,3,comp.sys.ibm.pc.hardware
3679,3,comp.sys.ibm.pc.hardware
3680,3,comp.sys.ibm.pc.hardware
3681,3,comp.sys.ibm.pc.hardware
3682,3,comp.sys.ibm.pc.hardware
3683,3,comp.sys.ibm.pc.hardware
3684,3,comp.sys.ibm.pc.hardware
3685,3,comp.sys.ibm.pc.hardware
3686,3,comp.sys.ibm.pc.hardware
3687,3,comp.sys.ibm.pc.hardware
3688,3,comp.sys.ibm.pc.hardware
3689,3,comp.sys.ibm.pc.hardware
3690,3,comp.sys.ibm.pc.hardware
3691,3,comp.sys.ibm.pc.hardware
3692,3,comp.sys.ibm.pc.hardware
3693,3,comp.sys.ibm.pc.hardware
3694,3,comp.sys.ibm.pc.hardware
3695,3,comp.sys.ibm.pc.hardware
3696,3,comp.sys.ibm.pc.hardware
3697,3,comp.sys.ibm.pc.hardware
3698,3,comp.sys.ibm.pc.hardware
3699,3,comp.sys.ibm.pc.hardware
3700,3,comp.sys.ibm.pc.hardware
3701,3,comp.sys.ibm.pc.hardware
3702,3,comp.sys.ibm.pc.hardware
3703,3,comp.sys.ibm.pc.hardware
3704,3,comp.sys.ibm.pc.hardware
3705,3,comp.sys.ibm.pc.hardware
3706,3,comp.sys.ibm.pc.hardware
3707,3,comp.sys.ibm.pc.hardware
3708,3,comp.sys.ibm.pc.hardware
3709,3,comp.sys.ibm.pc.hardware
3710,3,comp.sys.ibm.pc.hardware
3711,3,comp.sys.ibm.pc.hardware
3712,3,comp.sys.ibm.pc.hardware
3713,3,comp.sys.ibm.pc.hardware
3714,3,comp.sys.ibm.pc.hardware
3715,3,comp.sys.ibm.pc.hardware
3716,3,comp.sys.ibm.pc.hardware
3717,3,comp.sys.ibm.pc.hardware
3718,3,comp.sys.ibm.pc.hardware
3719,3,comp.sys.ibm.pc.hardware
3720,3,comp.sys.ibm.pc.hardware
3721,3,comp.sys.ibm.pc.hardware
3722,3,comp.sys.ibm.pc.hardware
3723,3,comp.sys.ibm.pc.hardware
3724,3,comp.sys.ibm.pc.hardware
3725,3,comp.sys.ibm.pc.hardware
3726,3,comp.sys.ibm.pc.hardware
3727,3,comp.sys.ibm.pc.hardware
3728,3,comp.sys.ibm.pc.hardware
3729,3,comp.sys.ibm.pc.hardware
3730,3,comp.sys.ibm.pc.hardware
3731,3,comp.sys.ibm.pc.hardware
3732,3,comp.sys.ibm.pc.hardware
3733,3,comp.sys.ibm.pc.hardware
3734,3,comp.sys.ibm.pc.hardware
3735,3,comp.sys.ibm.pc.hardware
3736,3,comp.sys.ibm.pc.hardware
3737,3,comp.sys.ibm.pc.hardware
3738,3,comp.sys.ibm.pc.hardware
3739,3,comp.sys.ibm.pc.hardware
3740,3,comp.sys.ibm.pc.hardware
3741,3,comp.sys.ibm.pc.hardware
3742,3,comp.sys.ibm.pc.hardware
3743,3,comp.sys.ibm.pc.hardware
3744,3,comp.sys.ibm.pc.hardware
3745,3,comp.sys.ibm.pc.hardware
3746,3,comp.sys.ibm.pc.hardware
3747,3,comp.sys.ibm.pc.hardware
3748,3,comp.sys.ibm.pc.hardware
3749,3,comp.sys.ibm.pc.hardware
3750,3,comp.sys.ibm.pc.hardware
3751,3,comp.sys.ibm.pc.hardware
3752,3,comp.sys.ibm.pc.hardware
3753,3,comp.sys.ibm.pc.hardware
3754,3,comp.sys.ibm.pc.hardware
3755,3,comp.sys.ibm.pc.hardware
3756,3,comp.sys.ibm.pc.hardware
3757,3,comp.sys.ibm.pc.hardware
3758,3,comp.sys.ibm.pc.hardware
3759,3,comp.sys.ibm.pc.hardware
3760,3,comp.sys.ibm.pc.hardware
3761,3,comp.sys.ibm.pc.hardware
3762,3,comp.sys.ibm.pc.hardware
3763,3,comp.sys.ibm.pc.hardware
3764,3,comp.sys.ibm.pc.hardware
3765,3,comp.sys.ibm.pc.hardware
3766,3,comp.sys.ibm.pc.hardware
3767,3,comp.sys.ibm.pc.hardware
3768,3,comp.sys.ibm.pc.hardware
3769,3,comp.sys.ibm.pc.hardware
3770,3,comp.sys.ibm.pc.hardware
3771,3,comp.sys.ibm.pc.hardware
3772,3,comp.sys.ibm.pc.hardware
3773,3,comp.sys.ibm.pc.hardware
3774,3,comp.sys.ibm.pc.hardware
3775,3,comp.sys.ibm.pc.hardware
3776,3,comp.sys.ibm.pc.hardware
3777,3,comp.sys.ibm.pc.hardware
3778,3,comp.sys.ibm.pc.hardware
3779,3,comp.sys.ibm.pc.hardware
3780,3,comp.sys.ibm.pc.hardware
3781,3,comp.sys.ibm.pc.hardware
3782,3,comp.sys.ibm.pc.hardware
3783,3,comp.sys.ibm.pc.hardware
3784,3,comp.sys.ibm.pc.hardware
3785,3,comp.sys.ibm.pc.hardware
3786,3,comp.sys.ibm.pc.hardware
3787,3,comp.sys.ibm.pc.hardware
3788,3,comp.sys.ibm.pc.hardware
3789,3,comp.sys.ibm.pc.hardware
3790,3,comp.sys.ibm.pc.hardware
3791,3,comp.sys.ibm.pc.hardware
3792,3,comp.sys.ibm.pc.hardware
3793,3,comp.sys.ibm.pc.hardware
3794,3,comp.sys.ibm.pc.hardware
3795,3,comp.sys.ibm.pc.hardware
3796,3,comp.sys.ibm.pc.hardware
3797,3,comp.sys.ibm.pc.hardware
3798,3,comp.sys.ibm.pc.hardware
3799,3,comp.sys.ibm.pc.hardware
3800,3,comp.sys.ibm.pc.hardware
3801,3,comp.sys.ibm.pc.hardware
3802,3,comp.sys.ibm.pc.hardware
3803,3,comp.sys.ibm.pc.hardware
3804,3,comp.sys.ibm.pc.hardware
3805,3,comp.sys.ibm.pc.hardware
3806,3,comp.sys.ibm.pc.hardware
3807,3,comp.sys.ibm.pc.hardware
3808,3,comp.sys.ibm.pc.hardware
3809,3,comp.sys.ibm.pc.hardware
3810,3,comp.sys.ibm.pc.hardware
3811,3,comp.sys.ibm.pc.hardware
3812,3,comp.sys.ibm.pc.hardware
3813,3,comp.sys.ibm.pc.hardware
3814,3,comp.sys.ibm.pc.hardware
3815,3,comp.sys.ibm.pc.hardware
3816,3,comp.sys.ibm.pc.hardware
3817,3,comp.sys.ibm.pc.hardware
3818,3,comp.sys.ibm.pc.hardware
3819,3,comp.sys.ibm.pc.hardware
3820,3,comp.sys.ibm.pc.hardware
3821,3,comp.sys.ibm.pc.hardware
3822,3,comp.sys.ibm.pc.hardware
3823,3,comp.sys.ibm.pc.hardware
3824,3,comp.sys.ibm.pc.hardware
3825,3,comp.sys.ibm.pc.hardware
3826,3,comp.sys.ibm.pc.hardware
3827,3,comp.sys.ibm.pc.hardware
3828,3,comp.sys.ibm.pc.hardware
3829,3,comp.sys.ibm.pc.hardware
3830,3,comp.sys.ibm.pc.hardware
3831,3,comp.sys.ibm.pc.hardware
3832,3,comp.sys.ibm.pc.hardware
3833,3,comp.sys.ibm.pc.hardware
3834,3,comp.sys.ibm.pc.hardware
3835,3,comp.sys.ibm.pc.hardware
3836,3,comp.sys.ibm.pc.hardware
3837,3,comp.sys.ibm.pc.hardware
3838,3,comp.sys.ibm.pc.hardware
3839,3,comp.sys.ibm.pc.hardware
3840,3,comp.sys.ibm.pc.hardware
3841,3,comp.sys.ibm.pc.hardware
3842,3,comp.sys.ibm.pc.hardware
3843,3,comp.sys.ibm.pc.hardware
3844,3,comp.sys.ibm.pc.hardware
3845,3,comp.sys.ibm.pc.hardware
3846,3,comp.sys.ibm.pc.hardware
3847,3,comp.sys.ibm.pc.hardware
3848,3,comp.sys.ibm.pc.hardware
3849,3,comp.sys.ibm.pc.hardware
3850,3,comp.sys.ibm.pc.hardware
3851,3,comp.sys.ibm.pc.hardware
3852,3,comp.sys.ibm.pc.hardware
3853,3,comp.sys.ibm.pc.hardware
3854,3,comp.sys.ibm.pc.hardware
3855,3,comp.sys.ibm.pc.hardware
3856,3,comp.sys.ibm.pc.hardware
3857,3,comp.sys.ibm.pc.hardware
3858,3,comp.sys.ibm.pc.hardware
3859,3,comp.sys.ibm.pc.hardware
3860,3,comp.sys.ibm.pc.hardware
3861,3,comp.sys.ibm.pc.hardware
3862,3,comp.sys.ibm.pc.hardware
3863,3,comp.sys.ibm.pc.hardware
3864,3,comp.sys.ibm.pc.hardware
3865,3,comp.sys.ibm.pc.hardware
3866,3,comp.sys.ibm.pc.hardware
3867,3,comp.sys.ibm.pc.hardware
3868,3,comp.sys.ibm.pc.hardware
3869,3,comp.sys.ibm.pc.hardware
3870,3,comp.sys.ibm.pc.hardware
3871,3,comp.sys.ibm.pc.hardware
3872,3,comp.sys.ibm.pc.hardware
3873,3,comp.sys.ibm.pc.hardware
3874,3,comp.sys.ibm.pc.hardware
3875,3,comp.sys.ibm.pc.hardware
3876,3,comp.sys.ibm.pc.hardware
3877,3,comp.sys.ibm.pc.hardware
3878,3,comp.sys.ibm.pc.hardware
3879,3,comp.sys.ibm.pc.hardware
3880,3,comp.sys.ibm.pc.hardware
3881,3,comp.sys.ibm.pc.hardware
3882,3,comp.sys.ibm.pc.hardware
3883,3,comp.sys.ibm.pc.hardware
3884,3,comp.sys.ibm.pc.hardware
3885,3,comp.sys.ibm.pc.hardware
3886,3,comp.sys.ibm.pc.hardware
3887,3,comp.sys.ibm.pc.hardware
3888,3,comp.sys.ibm.pc.hardware
3889,3,comp.sys.ibm.pc.hardware
3890,3,comp.sys.ibm.pc.hardware
3891,3,comp.sys.ibm.pc.hardware
3892,3,comp.sys.ibm.pc.hardware
3893,3,comp.sys.ibm.pc.hardware
3894,3,comp.sys.ibm.pc.hardware
3895,3,comp.sys.ibm.pc.hardware
3896,3,comp.sys.ibm.pc.hardware
3897,3,comp.sys.ibm.pc.hardware
3898,3,comp.sys.ibm.pc.hardware
3899,3,comp.sys.ibm.pc.hardware
3900,3,comp.sys.ibm.pc.hardware
3901,3,comp.sys.ibm.pc.hardware
3902,3,comp.sys.ibm.pc.hardware
3903,3,comp.sys.ibm.pc.hardware
3904,3,comp.sys.ibm.pc.hardware
3905,3,comp.sys.ibm.pc.hardware
3906,3,comp.sys.ibm.pc.hardware
3907,3,comp.sys.ibm.pc.hardware
3908,3,comp.sys.ibm.pc.hardware
3909,3,comp.sys.ibm.pc.hardware
3910,3,comp.sys.ibm.pc.hardware
3911,3,comp.sys.ibm.pc.hardware
3912,3,comp.sys.ibm.pc.hardware
3913,3,comp.sys.ibm.pc.hardware
3914,3,comp.sys.ibm.pc.hardware
3915,3,comp.sys.ibm.pc.hardware
3916,3,comp.sys.ibm.pc.hardware
3917,3,comp.sys.ibm.pc.hardware
3918,3,comp.sys.ibm.pc.hardware
3919,3,comp.sys.ibm.pc.hardware
3920,3,comp.sys.ibm.pc.hardware
3921,3,comp.sys.ibm.pc.hardware
3922,3,comp.sys.ibm.pc.hardware
3923,3,comp.sys.ibm.pc.hardware
3924,3,comp.sys.ibm.pc.hardware
3925,3,comp.sys.ibm.pc.hardware
3926,3,comp.sys.ibm.pc.hardware
3927,3,comp.sys.ibm.pc.hardware
3928,3,comp.sys.ibm.pc.hardware
3929,3,comp.sys.ibm.pc.hardware
3930,3,comp.sys.ibm.pc.hardware
3931,3,comp.sys.ibm.pc.hardware
3932,3,comp.sys.ibm.pc.hardware
3933,3,comp.sys.ibm.pc.hardware
3934,3,comp.sys.ibm.pc.hardware
3935,3,comp.sys.ibm.pc.hardware
3936,3,comp.sys.ibm.pc.hardware
3937,3,comp.sys.ibm.pc.hardware
3938,3,comp.sys.ibm.pc.hardware
3939,3,comp.sys.ibm.pc.hardware
3940,3,comp.sys.ibm.pc.hardware
3941,3,comp.sys.ibm.pc.hardware
3942,3,comp.sys.ibm.pc.hardware
3943,3,comp.sys.ibm.pc.hardware
3944,3,comp.sys.ibm.pc.hardware
3945,3,comp.sys.ibm.pc.hardware
3946,3,comp.sys.ibm.pc.hardware
3947,3,comp.sys.ibm.pc.hardware
3948,3,comp.sys.ibm.pc.hardware
3949,3,comp.sys.ibm.pc.hardware
3950,3,comp.sys.ibm.pc.hardware
3951,3,comp.sys.ibm.pc.hardware
3952,3,comp.sys.ibm.pc.hardware
3953,3,comp.sys.ibm.pc.hardware
3954,3,comp.sys.ibm.pc.hardware
3955,3,comp.sys.ibm.pc.hardware
3956,3,comp.sys.ibm.pc.hardware
3957,3,comp.sys.ibm.pc.hardware
3958,3,comp.sys.ibm.pc.hardware
3959,3,comp.sys.ibm.pc.hardware
3960,3,comp.sys.ibm.pc.hardware
3961,3,comp.sys.ibm.pc.hardware
3962,3,comp.sys.ibm.pc.hardware
3963,3,comp.sys.ibm.pc.hardware
3964,3,comp.sys.ibm.pc.hardware
3965,3,comp.sys.ibm.pc.hardware
3966,3,comp.sys.ibm.pc.hardware
3967,3,comp.sys.ibm.pc.hardware
3968,3,comp.sys.ibm.pc.hardware
3969,3,comp.sys.ibm.pc.hardware
3970,3,comp.sys.ibm.pc.hardware
3971,3,comp.sys.ibm.pc.hardware
3972,3,comp.sys.ibm.pc.hardware
3973,3,comp.sys.ibm.pc.hardware
3974,3,comp.sys.ibm.pc.hardware
3975,3,comp.sys.ibm.pc.hardware
3976,3,comp.sys.ibm.pc.hardware
3977,3,comp.sys.ibm.pc.hardware
3978,3,comp.sys.ibm.pc.hardware
3979,3,comp.sys.ibm.pc.hardware
3980,3,comp.sys.ibm.pc.hardware
3981,3,comp.sys.ibm.pc.hardware
3982,3,comp.sys.ibm.pc.hardware
3983,3,comp.sys.ibm.pc.hardware
3984,3,comp.sys.ibm.pc.hardware
3985,3,comp.sys.ibm.pc.hardware
3986,3,comp.sys.ibm.pc.hardware
3987,3,comp.sys.ibm.pc.hardware
3988,3,comp.sys.ibm.pc.hardware
3989,3,comp.sys.ibm.pc.hardware
3990,3,comp.sys.ibm.pc.hardware
3991,3,comp.sys.ibm.pc.hardware
3992,3,comp.sys.ibm.pc.hardware
3993,3,comp.sys.ibm.pc.hardware
3994,3,comp.sys.ibm.pc.hardware
